view,adapter_dataset,execution_split,dataset,source_split,role,base_video_id,source_group_id,source_video_id,target_video_id,study_label,manipulation,relative_source_path,source_label
aggregate,FaceForensics++,train,FaceForensics++,train,fit,723_704,704_723,723,704,1,DeepFakes,Deepfakes/723_704.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,704_723,704_723,704,723,1,Face2Face,Face2Face/704_723.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,723_704,704_723,723,704,1,Face2Face,Face2Face/723_704.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,704_723,704_723,704,723,1,FaceSwap,FaceSwap/704_723.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,723_704,704_723,723,704,1,FaceSwap,FaceSwap/723_704.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,704_723,704_723,704,723,1,NeuralTextures,NeuralTextures/704_723.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,723_704,704_723,723,704,1,NeuralTextures,NeuralTextures/723_704.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,708,708_772,708,,0,,original/708.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,772,708_772,772,,0,,original/772.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,708_772,708_772,708,772,1,DeepFakes,Deepfakes/708_772.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,772_708,708_772,772,708,1,DeepFakes,Deepfakes/772_708.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,708_772,708_772,708,772,1,Face2Face,Face2Face/708_772.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,772_708,708_772,772,708,1,Face2Face,Face2Face/772_708.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,708_772,708_772,708,772,1,FaceSwap,FaceSwap/708_772.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,772_708,708_772,772,708,1,FaceSwap,FaceSwap/772_708.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,708_772,708_772,708,772,1,NeuralTextures,NeuralTextures/708_772.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,772_708,708_772,772,708,1,NeuralTextures,NeuralTextures/772_708.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,710,710_788,710,,0,,original/710.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,788,710_788,788,,0,,original/788.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,710_788,710_788,710,788,1,DeepFakes,Deepfakes/710_788.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,788_710,710_788,788,710,1,DeepFakes,Deepfakes/788_710.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,710_788,710_788,710,788,1,Face2Face,Face2Face/710_788.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,788_710,710_788,788,710,1,Face2Face,Face2Face/788_710.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,710_788,710_788,710,788,1,FaceSwap,FaceSwap/710_788.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,788_710,710_788,788,710,1,FaceSwap,FaceSwap/788_710.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,710_788,710_788,710,788,1,NeuralTextures,NeuralTextures/710_788.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,788_710,710_788,788,710,1,NeuralTextures,NeuralTextures/788_710.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,713,713_726,713,,0,,original/713.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,726,713_726,726,,0,,original/726.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,713_726,713_726,713,726,1,DeepFakes,Deepfakes/713_726.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,726_713,713_726,726,713,1,DeepFakes,Deepfakes/726_713.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,713_726,713_726,713,726,1,Face2Face,Face2Face/713_726.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,726_713,713_726,726,713,1,Face2Face,Face2Face/726_713.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,713_726,713_726,713,726,1,FaceSwap,FaceSwap/713_726.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,726_713,713_726,726,713,1,FaceSwap,FaceSwap/726_713.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,713_726,713_726,713,726,1,NeuralTextures,NeuralTextures/713_726.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,726_713,713_726,726,713,1,NeuralTextures,NeuralTextures/726_713.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,715,715_721,715,,0,,original/715.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,721,715_721,721,,0,,original/721.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,715_721,715_721,715,721,1,DeepFakes,Deepfakes/715_721.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,721_715,715_721,721,715,1,DeepFakes,Deepfakes/721_715.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,715_721,715_721,715,721,1,Face2Face,Face2Face/715_721.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,721_715,715_721,721,715,1,Face2Face,Face2Face/721_715.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,715_721,715_721,715,721,1,FaceSwap,FaceSwap/715_721.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,721_715,715_721,721,715,1,FaceSwap,FaceSwap/721_715.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,715_721,715_721,715,721,1,NeuralTextures,NeuralTextures/715_721.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,721_715,715_721,721,715,1,NeuralTextures,NeuralTextures/721_715.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,718,718_972,718,,0,,original/718.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,972,718_972,972,,0,,original/972.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,718_972,718_972,718,972,1,DeepFakes,Deepfakes/718_972.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,972_718,718_972,972,718,1,DeepFakes,Deepfakes/972_718.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,718_972,718_972,718,972,1,Face2Face,Face2Face/718_972.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,972_718,718_972,972,718,1,Face2Face,Face2Face/972_718.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,718_972,718_972,718,972,1,FaceSwap,FaceSwap/718_972.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,972_718,718_972,972,718,1,FaceSwap,FaceSwap/972_718.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,718_972,718_972,718,972,1,NeuralTextures,NeuralTextures/718_972.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,972_718,718_972,972,718,1,NeuralTextures,NeuralTextures/972_718.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,719,719_737,719,,0,,original/719.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,737,719_737,737,,0,,original/737.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,719_737,719_737,719,737,1,DeepFakes,Deepfakes/719_737.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,737_719,719_737,737,719,1,DeepFakes,Deepfakes/737_719.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,719_737,719_737,719,737,1,Face2Face,Face2Face/719_737.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,737_719,719_737,737,719,1,Face2Face,Face2Face/737_719.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,719_737,719_737,719,737,1,FaceSwap,FaceSwap/719_737.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,737_719,719_737,737,719,1,FaceSwap,FaceSwap/737_719.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,719_737,719_737,719,737,1,NeuralTextures,NeuralTextures/719_737.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,737_719,719_737,737,719,1,NeuralTextures,NeuralTextures/737_719.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,730,730_815,730,,0,,original/730.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,815,730_815,815,,0,,original/815.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,730_815,730_815,730,815,1,DeepFakes,Deepfakes/730_815.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,815_730,730_815,815,730,1,DeepFakes,Deepfakes/815_730.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,730_815,730_815,730,815,1,Face2Face,Face2Face/730_815.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,815_730,730_815,815,730,1,Face2Face,Face2Face/815_730.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,730_815,730_815,730,815,1,FaceSwap,FaceSwap/730_815.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,815_730,730_815,815,730,1,FaceSwap,FaceSwap/815_730.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,730_815,730_815,730,815,1,NeuralTextures,NeuralTextures/730_815.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,815_730,730_815,815,730,1,NeuralTextures,NeuralTextures/815_730.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,735,735_774,735,,0,,original/735.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,774,735_774,774,,0,,original/774.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,735_774,735_774,735,774,1,DeepFakes,Deepfakes/735_774.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,774_735,735_774,774,735,1,DeepFakes,Deepfakes/774_735.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,735_774,735_774,735,774,1,Face2Face,Face2Face/735_774.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,774_735,735_774,774,735,1,Face2Face,Face2Face/774_735.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,735_774,735_774,735,774,1,FaceSwap,FaceSwap/735_774.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,774_735,735_774,774,735,1,FaceSwap,FaceSwap/774_735.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,735_774,735_774,735,774,1,NeuralTextures,NeuralTextures/735_774.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,774_735,735_774,774,735,1,NeuralTextures,NeuralTextures/774_735.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,736,736_785,736,,0,,original/736.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,785,736_785,785,,0,,original/785.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,736_785,736_785,736,785,1,DeepFakes,Deepfakes/736_785.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,785_736,736_785,785,736,1,DeepFakes,Deepfakes/785_736.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,736_785,736_785,736,785,1,Face2Face,Face2Face/736_785.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,785_736,736_785,785,736,1,Face2Face,Face2Face/785_736.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,736_785,736_785,736,785,1,FaceSwap,FaceSwap/736_785.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,785_736,736_785,785,736,1,FaceSwap,FaceSwap/785_736.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,736_785,736_785,736,785,1,NeuralTextures,NeuralTextures/736_785.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,785_736,736_785,785,736,1,NeuralTextures,NeuralTextures/785_736.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,738,738_804,738,,0,,original/738.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,804,738_804,804,,0,,original/804.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,738_804,738_804,738,804,1,DeepFakes,Deepfakes/738_804.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,804_738,738_804,804,738,1,DeepFakes,Deepfakes/804_738.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,738_804,738_804,738,804,1,Face2Face,Face2Face/738_804.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,804_738,738_804,804,738,1,Face2Face,Face2Face/804_738.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,738_804,738_804,738,804,1,FaceSwap,FaceSwap/738_804.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,804_738,738_804,804,738,1,FaceSwap,FaceSwap/804_738.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,738_804,738_804,738,804,1,NeuralTextures,NeuralTextures/738_804.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,804_738,738_804,804,738,1,NeuralTextures,NeuralTextures/804_738.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,740,740_796,740,,0,,original/740.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,796,740_796,796,,0,,original/796.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,740_796,740_796,740,796,1,DeepFakes,Deepfakes/740_796.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,796_740,740_796,796,740,1,DeepFakes,Deepfakes/796_740.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,740_796,740_796,740,796,1,Face2Face,Face2Face/740_796.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,796_740,740_796,796,740,1,Face2Face,Face2Face/796_740.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,740_796,740_796,740,796,1,FaceSwap,FaceSwap/740_796.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,796_740,740_796,796,740,1,FaceSwap,FaceSwap/796_740.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,740_796,740_796,740,796,1,NeuralTextures,NeuralTextures/740_796.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,796_740,740_796,796,740,1,NeuralTextures,NeuralTextures/796_740.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,743,743_750,743,,0,,original/743.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,750,743_750,750,,0,,original/750.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,743_750,743_750,743,750,1,DeepFakes,Deepfakes/743_750.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,750_743,743_750,750,743,1,DeepFakes,Deepfakes/750_743.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,743_750,743_750,743,750,1,Face2Face,Face2Face/743_750.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,750_743,743_750,750,743,1,Face2Face,Face2Face/750_743.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,743_750,743_750,743,750,1,FaceSwap,FaceSwap/743_750.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,750_743,743_750,750,743,1,FaceSwap,FaceSwap/750_743.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,743_750,743_750,743,750,1,NeuralTextures,NeuralTextures/743_750.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,750_743,743_750,750,743,1,NeuralTextures,NeuralTextures/750_743.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,747,747_854,747,,0,,original/747.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,854,747_854,854,,0,,original/854.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,747_854,747_854,747,854,1,DeepFakes,Deepfakes/747_854.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,854_747,747_854,854,747,1,DeepFakes,Deepfakes/854_747.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,747_854,747_854,747,854,1,Face2Face,Face2Face/747_854.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,854_747,747_854,854,747,1,Face2Face,Face2Face/854_747.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,747_854,747_854,747,854,1,FaceSwap,FaceSwap/747_854.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,854_747,747_854,854,747,1,FaceSwap,FaceSwap/854_747.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,747_854,747_854,747,854,1,NeuralTextures,NeuralTextures/747_854.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,854_747,747_854,854,747,1,NeuralTextures,NeuralTextures/854_747.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,751,751_752,751,,0,,original/751.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,752,751_752,752,,0,,original/752.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,751_752,751_752,751,752,1,DeepFakes,Deepfakes/751_752.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,752_751,751_752,752,751,1,DeepFakes,Deepfakes/752_751.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,751_752,751_752,751,752,1,Face2Face,Face2Face/751_752.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,752_751,751_752,752,751,1,Face2Face,Face2Face/752_751.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,751_752,751_752,751,752,1,FaceSwap,FaceSwap/751_752.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,752_751,751_752,752,751,1,FaceSwap,FaceSwap/752_751.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,751_752,751_752,751,752,1,NeuralTextures,NeuralTextures/751_752.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,752_751,751_752,752,751,1,NeuralTextures,NeuralTextures/752_751.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,754,754_758,754,,0,,original/754.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,758,754_758,758,,0,,original/758.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,754_758,754_758,754,758,1,DeepFakes,Deepfakes/754_758.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,758_754,754_758,758,754,1,DeepFakes,Deepfakes/758_754.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,754_758,754_758,754,758,1,Face2Face,Face2Face/754_758.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,758_754,754_758,758,754,1,Face2Face,Face2Face/758_754.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,754_758,754_758,754,758,1,FaceSwap,FaceSwap/754_758.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,758_754,754_758,758,754,1,FaceSwap,FaceSwap/758_754.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,754_758,754_758,754,758,1,NeuralTextures,NeuralTextures/754_758.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,758_754,754_758,758,754,1,NeuralTextures,NeuralTextures/758_754.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,761,761_766,761,,0,,original/761.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,766,761_766,766,,0,,original/766.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,761_766,761_766,761,766,1,DeepFakes,Deepfakes/761_766.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,766_761,761_766,766,761,1,DeepFakes,Deepfakes/766_761.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,761_766,761_766,761,766,1,Face2Face,Face2Face/761_766.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,766_761,761_766,766,761,1,Face2Face,Face2Face/766_761.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,761_766,761_766,761,766,1,FaceSwap,FaceSwap/761_766.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,766_761,761_766,766,761,1,FaceSwap,FaceSwap/766_761.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,761_766,761_766,761,766,1,NeuralTextures,NeuralTextures/761_766.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,766_761,761_766,766,761,1,NeuralTextures,NeuralTextures/766_761.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,764,764_850,764,,0,,original/764.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,850,764_850,850,,0,,original/850.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,764_850,764_850,764,850,1,DeepFakes,Deepfakes/764_850.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,850_764,764_850,850,764,1,DeepFakes,Deepfakes/850_764.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,764_850,764_850,764,850,1,Face2Face,Face2Face/764_850.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,850_764,764_850,850,764,1,Face2Face,Face2Face/850_764.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,764_850,764_850,764,850,1,FaceSwap,FaceSwap/764_850.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,850_764,764_850,850,764,1,FaceSwap,FaceSwap/850_764.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,764_850,764_850,764,850,1,NeuralTextures,NeuralTextures/764_850.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,850_764,764_850,850,764,1,NeuralTextures,NeuralTextures/850_764.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,765,765_867,765,,0,,original/765.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,867,765_867,867,,0,,original/867.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,765_867,765_867,765,867,1,DeepFakes,Deepfakes/765_867.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,867_765,765_867,867,765,1,DeepFakes,Deepfakes/867_765.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,765_867,765_867,765,867,1,Face2Face,Face2Face/765_867.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,867_765,765_867,867,765,1,Face2Face,Face2Face/867_765.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,765_867,765_867,765,867,1,FaceSwap,FaceSwap/765_867.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,867_765,765_867,867,765,1,FaceSwap,FaceSwap/867_765.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,765_867,765_867,765,867,1,NeuralTextures,NeuralTextures/765_867.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,867_765,765_867,867,765,1,NeuralTextures,NeuralTextures/867_765.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,769,769_784,769,,0,,original/769.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,784,769_784,784,,0,,original/784.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,769_784,769_784,769,784,1,DeepFakes,Deepfakes/769_784.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,784_769,769_784,784,769,1,DeepFakes,Deepfakes/784_769.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,769_784,769_784,769,784,1,Face2Face,Face2Face/769_784.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,784_769,769_784,784,769,1,Face2Face,Face2Face/784_769.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,769_784,769_784,769,784,1,FaceSwap,FaceSwap/769_784.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,784_769,769_784,784,769,1,FaceSwap,FaceSwap/784_769.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,769_784,769_784,769,784,1,NeuralTextures,NeuralTextures/769_784.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,784_769,769_784,784,769,1,NeuralTextures,NeuralTextures/784_769.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,770,770_791,770,,0,,original/770.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,791,770_791,791,,0,,original/791.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,770_791,770_791,770,791,1,DeepFakes,Deepfakes/770_791.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,791_770,770_791,791,770,1,DeepFakes,Deepfakes/791_770.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,770_791,770_791,770,791,1,Face2Face,Face2Face/770_791.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,791_770,770_791,791,770,1,Face2Face,Face2Face/791_770.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,770_791,770_791,770,791,1,FaceSwap,FaceSwap/770_791.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,791_770,770_791,791,770,1,FaceSwap,FaceSwap/791_770.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,770_791,770_791,770,791,1,NeuralTextures,NeuralTextures/770_791.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,791_770,770_791,791,770,1,NeuralTextures,NeuralTextures/791_770.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,771,771_849,771,,0,,original/771.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,849,771_849,849,,0,,original/849.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,771_849,771_849,771,849,1,DeepFakes,Deepfakes/771_849.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,849_771,771_849,849,771,1,DeepFakes,Deepfakes/849_771.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,771_849,771_849,771,849,1,Face2Face,Face2Face/771_849.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,849_771,771_849,849,771,1,Face2Face,Face2Face/849_771.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,771_849,771_849,771,849,1,FaceSwap,FaceSwap/771_849.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,849_771,771_849,849,771,1,FaceSwap,FaceSwap/849_771.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,771_849,771_849,771,849,1,NeuralTextures,NeuralTextures/771_849.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,849_771,771_849,849,771,1,NeuralTextures,NeuralTextures/849_771.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,778,778_798,778,,0,,original/778.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,798,778_798,798,,0,,original/798.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,778_798,778_798,778,798,1,DeepFakes,Deepfakes/778_798.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,798_778,778_798,798,778,1,DeepFakes,Deepfakes/798_778.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,778_798,778_798,778,798,1,Face2Face,Face2Face/778_798.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,798_778,778_798,798,778,1,Face2Face,Face2Face/798_778.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,778_798,778_798,778,798,1,FaceSwap,FaceSwap/778_798.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,798_778,778_798,798,778,1,FaceSwap,FaceSwap/798_778.mp4,
